"1"	-10	-10	0.00295958969093304
"2"	-10	-8	-0.00672789715494514
"3"	-10	-6	0.00253346549549811
"4"	-10	-4	0.0102929133555317
"5"	-10	-2	-0.0247338498135276
"6"	-10	0	-0.054402111088937
"7"	-10	2	-0.0247338498135276
"8"	-10	4	0.0102929133555317
"9"	-10	6	0.00253346549549811
"10"	-10	8	-0.00672789715494514
"11"	-10	10	0.00295958969093304
"12"	-8	-10	-0.00672789715494514
"13"	-8	-8	0.0152942146900264
"14"	-8	-6	-0.00575920890369767
"15"	-8	-4	-0.0233983996811891
"16"	-8	-2	0.0562263067414631
"17"	-8	0	0.123669780827923
"18"	-8	2	0.0562263067414631
"19"	-8	4	-0.0233983996811891
"20"	-8	6	-0.00575920890369767
"21"	-8	8	0.0152942146900264
"22"	-8	10	-0.00672789715494514
"23"	-6	-10	0.00253346549549811
"24"	-6	-8	-0.00575920890369767
"25"	-6	-6	0.00216869501760428
"26"	-6	-4	0.00881093109436063
"27"	-6	-2	-0.0211726494606249
"28"	-6	0	-0.046569249699821
"29"	-6	2	-0.0211726494606249
"30"	-6	4	0.00881093109436063
"31"	-6	6	0.00216869501760428
"32"	-6	8	-0.00575920890369767
"33"	-6	10	0.00253346549549811
"34"	-4	-10	0.0102929133555317
"35"	-4	-8	-0.0233983996811891
"36"	-4	-6	0.00881093109436063
"37"	-4	-4	0.0357968760565192
"38"	-4	-2	-0.0860198201998443
"39"	-4	0	-0.189200623826982
"40"	-4	2	-0.0860198201998443
"41"	-4	4	0.0357968760565192
"42"	-4	6	0.00881093109436063
"43"	-4	8	-0.0233983996811891
"44"	-4	10	0.0102929133555317
"45"	-2	-10	-0.0247338498135276
"46"	-2	-8	0.0562263067414631
"47"	-2	-6	-0.0211726494606249
"48"	-2	-4	-0.0860198201998443
"49"	-2	-2	0.206705452607952
"50"	-2	0	0.454648713412841
"51"	-2	2	0.206705452607952
"52"	-2	4	-0.0860198201998443
"53"	-2	6	-0.0211726494606249
"54"	-2	8	0.0562263067414631
"55"	-2	10	-0.0247338498135276
"56"	0	-10	-0.054402111088937
"57"	0	-8	0.123669780827923
"58"	0	-6	-0.046569249699821
"59"	0	-4	-0.189200623826982
"60"	0	-2	0.454648713412841
"61"	0	0	1
"62"	0	2	0.454648713412841
"63"	0	4	-0.189200623826982
"64"	0	6	-0.046569249699821
"65"	0	8	0.123669780827923
"66"	0	10	-0.054402111088937
"67"	2	-10	-0.0247338498135276
"68"	2	-8	0.0562263067414631
"69"	2	-6	-0.0211726494606249
"70"	2	-4	-0.0860198201998443
"71"	2	-2	0.206705452607952
"72"	2	0	0.454648713412841
"73"	2	2	0.206705452607952
"74"	2	4	-0.0860198201998443
"75"	2	6	-0.0211726494606249
"76"	2	8	0.0562263067414631
"77"	2	10	-0.0247338498135276
"78"	4	-10	0.0102929133555317
"79"	4	-8	-0.0233983996811891
"80"	4	-6	0.00881093109436063
"81"	4	-4	0.0357968760565192
"82"	4	-2	-0.0860198201998443
"83"	4	0	-0.189200623826982
"84"	4	2	-0.0860198201998443
"85"	4	4	0.0357968760565192
"86"	4	6	0.00881093109436063
"87"	4	8	-0.0233983996811891
"88"	4	10	0.0102929133555317
"89"	6	-10	0.00253346549549811
"90"	6	-8	-0.00575920890369767
"91"	6	-6	0.00216869501760428
"92"	6	-4	0.00881093109436063
"93"	6	-2	-0.0211726494606249
"94"	6	0	-0.046569249699821
"95"	6	2	-0.0211726494606249
"96"	6	4	0.00881093109436063
"97"	6	6	0.00216869501760428
"98"	6	8	-0.00575920890369767
"99"	6	10	0.00253346549549811
"100"	8	-10	-0.00672789715494514
"101"	8	-8	0.0152942146900264
"102"	8	-6	-0.00575920890369767
"103"	8	-4	-0.0233983996811891
"104"	8	-2	0.0562263067414631
"105"	8	0	0.123669780827923
"106"	8	2	0.0562263067414631
"107"	8	4	-0.0233983996811891
"108"	8	6	-0.00575920890369767
"109"	8	8	0.0152942146900264
"110"	8	10	-0.00672789715494514
"111"	10	-10	0.00295958969093304
"112"	10	-8	-0.00672789715494514
"113"	10	-6	0.00253346549549811
"114"	10	-4	0.0102929133555317
"115"	10	-2	-0.0247338498135276
"116"	10	0	-0.054402111088937
"117"	10	2	-0.0247338498135276
"118"	10	4	0.0102929133555317
"119"	10	6	0.00253346549549811
"120"	10	8	-0.00672789715494514
"121"	10	10	0.00295958969093304
