6.41,4.76609886000001
3.41,4.76365886000001
6.41,4.83935886000001
6.41,5.00297886000001
6.41,5.01762886000001
6.41,5.05669886000001
6.41,5.15437886000001
6.41,5.36194886000001
6.41,5.42543886000001
6.41,5.56951886000001
6.41,5.68184886000001
3.41,5.74289886000001
3.41,5.80394886000001
3.41,5.91872886000001
3.41,5.82104886000001
3.41,5.44741886000001
3.41,5.06158886000001
3.41,4.62934886000001
3.41,4.26793886000001
3.41,4.01151886000001
3.41,3.85034886000001
6.41,3.71115886000001
3.41,3.56951886000001
3.41,3.51823886000001
6.41,3.65254886000001
6.41,3.81860886000001
6.41,3.86255886000001
6.41,4.01151886000001
6.41,4.35340886000001
3.41,4.70504886000001
3.41,5.08355886000001
3.41,5.34485886000001
3.41,5.27403886000001
3.41,5.12751886000001
3.41,4.76121886000001
3.41,4.45108886000001
3.41,4.22153886000001
3.41,4.04570886000001
3.41,3.87476886000001
3.41,3.73068886000001
3.41,3.66231886000001
3.41,3.57684886000001
3.41,3.54265886000001
3.41,3.47916886000001
3.41,3.45474886000001
3.41,3.35950886000001
3.41,3.29845886000001
3.41,3.22519886000001
3.41,3.20077886000001
6.41,3.22519886000001
6.41,3.22763886000001
6.41,3.27403886000001
3.41,3.45718886000001
3.41,3.86744886000001
3.41,4.32165886000001
3.41,4.49259886000001
3.41,4.43154886000001
3.41,4.24351886000001
6.41,4.05059886000001
3.41,3.85767886000001
3.41,3.73068886000001
3.41,3.79173886000001
3.41,3.92116886000001
3.41,3.95535886000001
6.41,3.84790886000001
6.41,3.72580886000001
6.41,3.61103886000001
6.41,3.71603886000001
6.41,4.09210886000001
6.41,4.48038886000001
6.41,4.81493886000001
6.41,5.05425886000001
6.41,5.30333886000001
6.41,5.48648886000001
3.41,5.67208886000001
3.41,5.77952886000001
3.41,5.79906886000001
3.41,5.66475886000001
3.41,5.29112886000001
3.41,4.88087886000001
3.41,4.55852886000001
3.41,4.18490886000001
3.41,3.88941886000001
6.41,3.70871886000001
6.41,3.62324886000001
6.41,3.56951886000001
3.41,3.71847886000001
3.41,4.03349886000001
3.41,4.41200886000001
3.41,4.62934886000001
6.41,4.55852886000001
6.41,4.39491886000001
6.41,4.18001886000001
6.41,4.19711886000001
6.41,4.43154886000001
6.41,4.71481886000001
6.41,4.96145886000001
3.41,5.30089886000001
3.41,5.56707886000001
3.41,5.68184886000001
3.41,5.54509886000001
3.41,5.18856886000001
3.41,4.88331886000001
3.41,4.60004886000001
3.41,4.27037886000001
3.41,4.03838886000001
3.41,3.83813886000001
3.41,3.71115886000001
3.41,3.59149886000001
